15	J	11444
14	R	11444
14	J	11459
13	R	11459
13	J	11474
12	R	11474
12	J	11489
11	R	11489
11	J	11504
10	R	11504
10	J	11519
9	R	11519
9	J	11534
8	R	11534
8	J	11549
7	R	11549
7	J	11564
16	R	11564
16	J	11579
15	R	11579
15	J	11594
14	R	11594
14	J	11609
13	R	11609
13	J	11624
12	R	11624
12	J	11639
11	R	11639
11	J	11654
10	R	11654
10	J	11669
9	R	11669
9	J	11684
8	R	11684
8	J	11699
7	R	11699
7	J	11714
16	R	11714
16	J	11729
15	R	11729
15	J	11744
14	R	11744
14	J	11759
13	R	11759
13	J	11774
12	R	11774
12	J	11789
11	R	11789
11	J	11804
10	R	11804
10	J	11819
9	R	11819
9	J	11834
8	R	11834
8	J	11849
7	R	11849
7	J	11864
16	R	11864
16	J	11879
15	R	11879
15	J	11894
14	R	11894
14	J	11909
13	R	11909
13	J	11924
12	R	11924
12	J	11939
11	R	11939
11	J	11954
10	R	11954
10	J	11969
9	R	11969
9	J	11984
8	R	11984
8	J	11999
7	R	11999
7	J	12014
16	R	12014
16	J	12029
15	R	12029
15	J	12044
14	R	12044
14	J	12059
13	R	12059
13	J	12074
12	R	12074
12	J	12089
11	R	12089
11	J	12104
10	R	12104
10	J	12119
9	R	12119
9	J	12134
8	R	12134
8	J	12149
7	R	12149
7	J	12164
16	R	12164
16	J	12179
15	R	12179
15	J	12194
14	R	12194
14	J	12209
13	R	12209
13	J	12224
12	R	12224
12	J	12239
11	R	12239
11	J	12254
10	R	12254
10	J	12269
9	R	12269
9	J	12284
8	R	12284
8	J	12299
7	R	12299
7	J	12314
16	R	12314
16	J	12329
15	R	12329
15	J	12344
14	R	12344
14	J	12359
13	R	12359
13	J	12374
12	R	12374
12	J	12389
11	R	12389
11	J	12404
10	R	12404
10	J	12419
9	R	12419
9	J	12434
8	R	12434
8	J	12449
7	R	12449
7	J	12464
16	R	12464
16	J	12479
15	R	12479
15	J	12494
14	R	12494
14	J	12509
13	R	12509
13	J	12524
12	R	12524
12	J	12539
11	R	12539
11	J	12554
10	R	12554
10	J	12569
9	R	12569
9	J	12584
8	R	12584
8	J	12599
7	R	12599
7	J	12614
16	R	12614
16	J	12629
15	R	12629
15	J	12644
14	R	12644
14	J	12659
13	R	12659
13	J	12674
12	R	12674
12	J	12689
11	R	12689
11	J	12704
10	R	12704
10	J	12719
9	R	12719
9	J	12734
8	R	12734
8	J	12749
7	R	12749
7	J	12764
16	R	12764
16	J	12779
15	R	12779
15	J	12794
14	R	12794
14	J	12809
13	R	12809
13	J	12824
12	R	12824
12	J	12839
11	R	12839
11	J	12854
10	R	12854
10	J	12869
9	R	12869
9	J	12884
8	R	12884
8	J	12899
7	R	12899
7	J	12914
16	R	12914
16	J	12929
15	R	12929
15	J	12944
14	R	12944
14	J	12959
