1	N	48
1	J	48
1	R	48
2	N	48
2	J	49
1	Z	49
2	R	49
3	N	63
3	J	64
3	R	64
2	R	68
1	R	73
4	N	73
4	J	74
1	Z	74
4	R	74
5	N	106
5	J	106
4	Z	107
5	R	107
4	J	109
4	R	109
4	Z	114
0	R	114
3	R	3066
0	R	3066
4	J	3313
4	R	3313
4	Z	3314
0	R	3314
4	J	3466
4	R	3466
4	Z	3466
0	R	3466
4	J	3467
4	R	3467
4	Z	3468
0	R	3468
4	J	3609
4	R	3609
4	Z	3609
0	R	3609
4	J	5243
4	R	5243
4	Z	5243
0	R	5243
4	J	5333
4	R	5333
4	Z	5333
0	R	5333
4	J	5414
4	R	5414
4	Z	5414
0	R	5414
4	J	5562
4	R	5562
4	Z	5562
0	R	5562
4	J	5735
4	R	5735
4	Z	5735
0	R	5735
4	J	5826
4	R	5826
4	Z	5826
0	R	5826
4	J	6112
4	R	6112
4	Z	6112
0	R	6113
4	J	6263
4	R	6263
4	Z	6263
0	R	6263
4	J	6312
4	R	6312
4	Z	6312
0	R	6312
4	J	6382
4	R	6382
4	Z	6382
0	R	6382
4	J	6541
4	R	6541
4	Z	6541
0	R	6541
4	J	6630
4	R	6630
4	Z	6631
0	R	6631
4	J	6711
4	R	6711
4	Z	6711
0	R	6712
4	J	6842
4	R	6842
4	Z	6842
0	R	6842
4	J	8315
4	R	8315
6	N	8316
6	J	8317
6	R	8317
7	N	8319
7	J	8319
8	N	8319
8	J	8320
9	N	8320
9	J	8320
10	N	8321
10	J	8321
11	N	8321
11	J	8322
12	N	8322
12	J	8322
13	N	8322
13	J	8323
14	N	8323
14	J	8324
15	N	8324
15	J	8324
16	N	8325
16	J	8325
6	Z	8325
16	R	8325
15	R	8340
14	R	8355
13	R	8370
12	R	8385
11	R	8400
10	R	8415
9	R	8430
8	R	8445
7	R	8460
16	R	8475
15	R	8490
14	R	8505
13	R	8520
12	R	8535
11	R	8550
10	R	8565
9	R	8580
8	R	8595
7	R	8610
4	R	8625
4	Z	8625
16	R	8625
15	R	8640
14	R	8655
13	R	8670
12	R	8685
11	R	8700
10	R	8715
9	R	8730
8	R	8745
7	R	8760
16	R	8775
15	R	8790
14	R	8805
13	R	8820
12	R	8835
11	R	8850
10	R	8865
9	R	8880
8	R	8895
7	R	8910
16	R	8925
15	R	8940
14	R	8955
13	R	8970
12	R	8985
11	R	9000
10	R	9015
9	R	9030
8	R	9045
7	R	9060
16	R	9075
15	R	9090
14	R	9105
13	R	9120
12	R	9135
11	R	9150
10	R	9165
9	R	9180
8	R	9195
7	R	9210
16	R	9225
15	R	9240
14	R	9255
13	R	9270
12	R	9285
11	R	9300
10	R	9315
9	R	9330
8	R	9345
7	R	9360
16	R	9375
15	R	9390
14	R	9405
13	R	9420
12	R	9435
11	R	9450
10	R	9465
9	R	9480
8	R	9495
7	R	9510
16	R	9525
15	R	9540
14	R	9555
13	R	9570
12	R	9585
11	R	9600
10	R	9615
9	R	9630
8	R	9645
7	R	9660
16	R	9675
15	R	9690
14	R	9705
13	R	9720
12	R	9735
11	R	9750
10	R	9765
9	R	9780
8	R	9795
7	R	9810
16	R	9825
15	R	9840
14	R	9855
13	R	9870
12	R	9885
11	R	9900
10	R	9915
9	R	9930
8	R	9945
7	R	9960
16	R	9975
15	R	9990
14	R	10005
13	R	10020
12	R	10035
11	R	10050
10	R	10065
9	R	10080
8	R	10095
7	R	10110
16	R	10125
15	R	10140
14	R	10155
13	R	10170
12	R	10185
11	R	10200
10	R	10215
9	R	10230
8	R	10245
7	R	10260
16	R	10275
15	R	10290
14	R	10305
13	R	10320
12	R	10335
11	R	10350
10	R	10365
9	R	10380
8	R	10395
7	R	10410
16	R	10425
15	R	10440
14	R	10455
13	R	10470
12	R	10485
11	R	10500
10	R	10515
